Product Name,Colors,Pic urls,Prod care
Relaxed-fit shirt in stretch-cotton canvas,"Black ,Light Blue ,White","https://images.hugoboss.com/is/image/boss/hbeu50475668_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475668_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475668_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475668_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475668_001_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50475668_001_100?wid=768&qlt=80","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Drawstring shorts in French terry with stripes and logo,,"https://images.hugoboss.com/is/image/boss/hbeu50515162_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515162_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515162_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515162_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515162_001_100?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Extra-slim-fit trousers in virgin-wool serge,"Dark Blue ,Black","https://images.hugoboss.com/is/image/boss/hbeu50469184_401_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469184_401_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469184_401_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469184_401_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469184_401_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50469184_401_240?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Porsche x BOSS mercerised-cotton T-shirt with check jacquard,"Natural ,Dark Blue ,Red","https://images.hugoboss.com/is/image/boss/hbeu50507786_131_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507786_131_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507786_131_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507786_131_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507786_131_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Cotton-jersey T-shirt with logo label,,"https://images.hugoboss.com/is/image/boss/hbeu50447978_055_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50447978_055_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50447978_055_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50447978_055_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50447978_055_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Interlock-cotton regular-fit T-shirt with stacked logo,,"https://images.hugoboss.com/is/image/boss/hbeu50505201_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505201_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505201_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505201_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505201_001_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit chinos in a stretch-cotton blend,"Dark Blue ,Light Beige ,Black","https://images.hugoboss.com/is/image/boss/hbeu50485788_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50485788_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50485788_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50485788_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50485788_404_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50485788_404_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Relaxed-fit T-shirt in stretch cotton with logo print,"Light Blue ,Yellow ,Red ,Light Blue ,Light Blue ,Dark Blue ,Dark Green ,Light Green ,Beige ,White ,Light Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50473278_489_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473278_489_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473278_489_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473278_489_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473278_489_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit jeans in black performance-stretch knitted denim,Black,"https://images.hugoboss.com/is/image/boss/hbeu50501079_002_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50501079_002_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50501079_002_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50501079_002_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50501079_002_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50501079_002_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Lightweight water-repellent gilet with down filling,"Black ,Dark Blue ,Light Green","https://images.hugoboss.com/is/image/boss/hbeu50508569_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508569_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508569_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508569_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508569_001_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508569_001_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Slim-fit trousers in linen with tie waist,"Dark Blue ,Light Brown ,White","https://images.hugoboss.com/is/image/boss/hbeu50514103_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514103_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514103_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514103_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514103_404_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50514103_404_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Tumble Dry Low Heat , Iron High Heat , Chemical dry cleaning P"
Oversized-fit short-sleeved shirt in seasonal print,Patterned,"https://images.hugoboss.com/is/image/boss/hbeu50508612_960_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508612_960_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508612_960_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508612_960_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508612_960_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508612_960_100?wid=768&qlt=80","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Cotton-terry regular-fit sweatshirt with logo label,Black,"https://images.hugoboss.com/is/image/boss/hbeu50447964_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50447964_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50447964_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50447964_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50447964_001_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Extra-slim-fit trousers in a super-flex wool blend,Black,"https://images.hugoboss.com/is/image/boss/hbeu50473339_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473339_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473339_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473339_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473339_001_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50473339_001_240?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Zip-neck sweater in micro-structured cotton,"Beige ,Dark Blue ,Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50505997_260_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505997_260_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505997_260_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505997_260_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505997_260_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Slim-fit trousers in stretch-cotton satin,"Light Grey ,Dark Blue ,Light Beige ,Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50470813_050_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50470813_050_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50470813_050_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50470813_050_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50470813_050_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50470813_050_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Regular-fit jacket in silk twill with tonal trims,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50504890_404_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504890_404_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504890_404_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504890_404_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504890_404_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504890_404_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning F"
Tapered-fit chinos in easy-iron four-way stretch fabric,"White ,Dark Blue ,Light Beige ,Dark Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50495491_100_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50495491_100_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Garment-dyed T-shirt in cotton with logo detail,,"https://images.hugoboss.com/is/image/boss/hbeu50505257_525_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505257_525_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505257_525_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505257_525_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505257_525_100?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Loose-fit jeans in bleach-wash black rigid denim,Grey,"https://images.hugoboss.com/is/image/boss/hbeu50507486_030_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507486_030_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507486_030_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507486_030_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507486_030_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507486_030_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Relaxed-fit T-shirt in stretch cotton with logo tape,"White ,Light Blue ,Black","https://images.hugoboss.com/is/image/boss/hbeu50504270_100_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504270_100_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504270_100_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504270_100_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504270_100_100?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Do Not Iron , Do not chemical dry clean"
Water-repellent padded jacket with hood,"Dark Red ,Dark Blue ,Brown ,Black","https://images.hugoboss.com/is/image/boss/hbeu50498000_602_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498000_602_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498000_602_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498000_602_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498000_602_341?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50498000_602_100?wid=768&qlt=80","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean , Very mild professional wet clean"
Zip-neck sweater with red logo label,"White ,Black","https://images.hugoboss.com/is/image/boss/hbeu50504385_100_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504385_100_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504385_100_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504385_100_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50504385_100_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Virgin-wool polo sweater with embroidered logo,"Black ,Dark Blue ,Grey","https://images.hugoboss.com/is/image/boss/hbeu50476357_001_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50476357_001_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50476357_001_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50476357_001_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50476357_001_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Tapered-fit chinos in overdyed stretch-cotton satin,"Dark Blue ,Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50470797_407_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50470797_407_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50470797_407_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50470797_407_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50470797_407_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50470797_407_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Virgin-wool polo sweater with embroidered logo,"Grey ,Dark Blue ,Black","https://images.hugoboss.com/is/image/boss/hbeu50476357_030_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50476357_030_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50476357_030_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50476357_030_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50476357_030_100?wid=768&qlt=80","Cold, gentle machine wash; reduced spin speed. , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Regular-fit shorts with slim leg and buttoned pockets,"Blue ,Beige ,White ,Light Grey ,Black","https://images.hugoboss.com/is/image/boss/hbeu50505857_462_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505857_462_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505857_462_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505857_462_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505857_462_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50505857_462_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Tapered-fit jeans in marbled comfort-stretch denim,Grey,"https://images.hugoboss.com/is/image/boss/hbeu50507856_030_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507856_030_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507856_030_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507856_030_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507856_030_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50507856_030_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Relaxed-fit jeans in beige-tinted blue stretch denim,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50508967_412_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508967_412_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508967_412_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508967_412_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508967_412_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508967_412_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Regular-fit vest in stretch fabric with red logo,White,"https://images.hugoboss.com/is/image/boss/hbeu50515657_100_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515657_100_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515657_100_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515657_100_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50515657_100_341?wid=768&qlt=80","40°C coloured wash , Do Not Bleach , Tumble Dry Low Heat , Iron Low Heat , Do not chemical dry clean"
Slim-fit jeans in blue soft-motion denim,Blue,"https://images.hugoboss.com/is/image/boss/hbeu50508038_427_350?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508038_427_300?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508038_427_360?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508038_427_340?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508038_427_100?wid=768&qlt=80,https://images.hugoboss.com/is/image/boss/hbeu50508038_427_240?wid=768&qlt=80","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Slim-fit shirt in printed stretch cotton,"Dark Blue ,Light Blue",https://images.hugoboss.com/is/image/boss/hbeu50508748_404_100?wid=768&qlt=80,"40°C coloured wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
